dentist	teeth	4.286865906431732
trust	pleasure	0.6229524768143961
novice	experience	2.1926683568108327
wonderful	good	1.587003113731395
frog	tadpole	6.2304956992171725
politician	destroy	-1.6977390686563858
piercing	sharp	2.5354936583499894
pretzel	salty	x
spider	insect	4.748153298385883
pleasant	enjoyable	3.8722431413293616
coffee	cafe	3.9012392796972257
music	invention	-0.199075138510885
arrogant	money	0.5142084335234854
song	note	-0.6527048762032438
