infertile	family	-3.708142557067297
lummox	grace	x
predicament	solve	-2.4728349525849715
putsch	government	0.09532026076280732
conspiracy	successful	-3.711267280663871
prescient	correct	x
caustic	relaxing	x
chef	entree	x
ethereal	concrete	x
precocious	direction	x
feline	cat	0.8134657872430359
bigot	prejudiced	2.3037785725547786
beautician	paint	x
performance	stellar	-3.5455535494208745
coveted	desired	-2.417614774072301
preeminent	important	-3.0236527643172484
fornication	marriage	0.26469359884440724
vicious	wrath	-3.924575695816295
revision	edition	-0.9243845094924544
nod	acquiescence	x
deal	hustle	x
precinct	city	-0.8159501993782164
candidate	deprecate	x
omniscient	omnipotent	4.2185630327059975
alacrity	clarity	x
prince	opulent	-4.530881933096988
irritating	pleasing	x
vibration	perception	x
chord	music	-1.4871203023462298
sequoia	longevity	1.092101249295933
prophet	rogue	x
humorous	wit	-1.9457683686284788
claustrophobia	closets	x
hero	folksy	x
revere	denigrate	x
continent	nation	-2.010358058390096
decathlon	competition	-0.3806857536456935
theologian	cancer	-5.589852584988831
retain	burst	-4.987392027371401
landscape	surround	-6.1425752051573275
bureaucracy	administration	-1.0747991606928315
chef	fat	-3.0111633830101963
refrigerator	cool	-0.7655359455202804
mystery	boring	x
mother	daughter	0.024852541095755947
shy	timid	1.2260623253900729
boat	mountain	-4.071471051701265
unpopular	wealth	-5.331040644413563
success	failure	-0.6418930620440363
magic	children	-2.869425723256775
ketchup	condiment	1.4699282835043872
lawyer	mercy	-5.761479011097785
wave	water	-1.8059543847783548
king	royal	-0.699375692163344
victory	defeat	-0.7490122626672105
core	apple	-3.5644705948870654
hill	mountain	-0.4245312486454498
leather	cows	-3.436773750337652
minnow	fish	1.158139326676639
television	watch	-2.8115421758935857
building	house	-1.1708335691880267
lens	microscope	-0.38683331498109297
maid	chores	-1.6312484960929927
impossible	easy	-4.21386051090355
clean	filthy	-2.5424324595322827
sin	immoral	-2.9535524453544486
mask	face	0.2621498986512967
salt	food	-1.7254474514706124
idea	true	-2.758288304305902
prestigious	honor	-1.4363826840772131
athlete	thin	x
meat	fried	-0.5329100441238959
map	navigate	-1.6523510181407737
fish	ocean	-1.824874265725848
guitar	music	-1.5424985888366958
sleeve	shirt	0.2366952548570267
hurry	delay	x
cow	field	-2.839683523066061
pill	doctor	-3.247946410843672
upset	sadness	-4.925142912171948
possible	easy	-3.743291055048908
stove	bake	x
demon	evil	-0.5795259058566914
animal	dog	-1.6653488525266582
library	books	0.21441479783430795
referee	team	-1.6930362295468888
bathtub	gallons	-2.055622280785676
obvious	clear	-2.4483581683094178
brilliant	ideas	-2.7223446052127107
praise	enjoy	-5.7937696755193855
blade	knife	0.3658043306755885
prisoner	freedom	-2.6491105743937067
preacher	cook	-3.0634288022041503
gun	bullets	-0.8984082414297883
necklace	silver	-1.1605016253943101
beautiful	ugly	-0.8175040253561416
obvious	mysterious	-4.653959066276519
language	book	-2.9940107444731003
unity	division	-2.358861691926619
silly	thought	-2.9059189097254783
jet	airplane	-2.0380388432816336
queen	fortress	-3.652029980923535
bomb	destroy	-0.6449702777753802
nomad	home	-2.8196026315920184
new	strange	-4.304596306147667
carelessness	mistakes	-0.05463284213190246
tree	free	-4.058031611483348
overweight	skinny	-0.7208427860708521
father	brother	-0.5397589884419461
march	belief	-5.562380745047723
baseball	basketball	1.2340621988997271
bracelet	stylish	x
disabled	worth	-5.4489267948836195
moral	story	-1.2577970784102317
wrench	tool	0.8352973956110458
librarian	bookstore	-2.014167432357289
strange	weird	-0.42217538521528003
soup	drink	-2.146247270880288
heart	love	-1.498923724056386
neutral	prejudice	x
unwanted	discarded	-0.8815437632776367
fire	heat	-2.1231882406545592
easy	simple	-1.7854993399526753
beach	shore	-0.9346062002433452
sunset	early	-2.8784889708714454
head	face	-1.934536964463376
spill	run	-3.3168011197172236
dentist	teeth	-0.052672994383874135
trust	pleasure	-3.914563349907784
novice	experience	-1.2655413342846624
wonderful	good	-1.6184346018632607
frog	tadpole	-0.00943609232162405
politician	destroy	-5.691435274959511
piercing	sharp	-1.8004271980439426
pretzel	salty	x
spider	insect	0.08763220737510716
pleasant	enjoyable	-1.2659735298182495
coffee	cafe	-1.0970020083606422
music	invention	-4.757862771354313
arrogant	money	-2.7942912025592452
song	note	-3.915893711811118
